Pose,Real_Class,Docking_score
CHEMBL4240310_size_20_001,Inactive,-7.9
CHEMBL4240338_size_20_001,Inactive,-7.6
CHEMBL4240338_size_20_002,Inactive,-7.1
CHEMBL4240338_size_20_003,Inactive,-6.8
CHEMBL4240338_size_20_004,Inactive,-6.7
CHEMBL4240338_size_20_005,Inactive,-6.6
CHEMBL4240338_size_20_006,Inactive,-5.5
CHEMBL4240338_size_20_007,Inactive,-4.9
CHEMBL4240461_size_20_001,Inactive,-3.2
CHEMBL4240461_size_20_002,Inactive,-3.2
CHEMBL4240461_size_20_003,Inactive,-3.1
CHEMBL4240461_size_20_004,Inactive,-2.9
CHEMBL4240461_size_20_005,Inactive,-2.9
CHEMBL4240461_size_20_006,Inactive,-2.8
CHEMBL4240680_size_20_001,Inactive,-9.9
CHEMBL4240680_size_20_002,Inactive,-7.9
CHEMBL4240680_size_20_003,Inactive,-6.9
CHEMBL4241411_size_20_001,Inactive,-5
CHEMBL4241411_size_20_002,Inactive,-4.1
CHEMBL4242129_size_20_001,Inactive,-7.6
CHEMBL4242129_size_20_002,Inactive,-5.3
CHEMBL4242161_size_20_001,Inactive,-5.3
CHEMBL4242161_size_20_002,Inactive,-4.7
CHEMBL4242161_size_20_003,Inactive,-3.4
CHEMBL4242324_size_20_001,Inactive,-10
CHEMBL4242324_size_20_002,Inactive,-9.4
CHEMBL4242470_size_20_001,Inactive,-10
CHEMBL4243162_size_20_001,Inactive,-5.4
CHEMBL4243162_size_20_002,Inactive,-5.4
CHEMBL4243327_size_20_001,Inactive,-10
CHEMBL4243419_size_20_001,Inactive,-5.2
CHEMBL4243662_size_20_001,Inactive,-6.4
CHEMBL4243662_size_20_002,Inactive,-4.1
CHEMBL4243662_size_20_003,Inactive,-3.8
CHEMBL4245186_size_20_001,Inactive,-5.9
CHEMBL4245186_size_20_002,Inactive,-4
CHEMBL4245186_size_20_003,Inactive,-3.3
CHEMBL4245601_size_20_001,Inactive,-6.3
CHEMBL4245601_size_20_002,Inactive,-6.2
CHEMBL4245601_size_20_003,Inactive,-6
CHEMBL4245943_size_20_001,Inactive,-7.9
CHEMBL4245943_size_20_002,Inactive,-5.6
CHEMBL4245943_size_20_003,Inactive,-5.2
CHEMBL4246394_size_20_001,Inactive,-0.8
CHEMBL4246394_size_20_002,Inactive,-0.4
CHEMBL4246394_size_20_003,Inactive,-0.4
CHEMBL4247103_size_20_001,Inactive,-10.4
CHEMBL4247103_size_20_002,Inactive,-7.6
CHEMBL4247929_size_20_001,Inactive,-6.7
CHEMBL4247929_size_20_002,Inactive,-5.9
CHEMBL4247929_size_20_003,Inactive,-5.6
CHEMBL4248145_size_20_001,Inactive,-7
CHEMBL4248145_size_20_002,Inactive,-5.4
CHEMBL4248145_size_20_003,Inactive,-4.7
CHEMBL4248276_size_20_001,Inactive,-10
CHEMBL4248276_size_20_002,Inactive,-9.1
CHEMBL42489_size_20_001,Inactive,-5.5
CHEMBL42489_size_20_002,Inactive,-5.5
CHEMBL42489_size_20_003,Inactive,-4.8
CHEMBL42489_size_20_004,Inactive,-4.6
CHEMBL42489_size_20_005,Inactive,-4.4
CHEMBL4248967_size_20_001,Inactive,-8.8
CHEMBL4248967_size_20_002,Inactive,-8.2
CHEMBL4249120_size_20_001,Inactive,-7.5
CHEMBL4249120_size_20_002,Inactive,-6.5
CHEMBL424933_size_20_001,Inactive,-8.4
CHEMBL424933_size_20_002,Inactive,-7.8
CHEMBL424939_size_20_001,Inactive,-10.8
CHEMBL424957_size_20_001,Inactive,-8.4
CHEMBL4250091_size_20_001,Inactive,-10.1
CHEMBL4250091_size_20_002,Inactive,-7.9
CHEMBL4250574_size_20_001,Inactive,-6.1
CHEMBL4250574_size_20_002,Inactive,-5.6
CHEMBL425116_size_20_001,Inactive,-10.2
CHEMBL4251393_size_20_001,Inactive,-4.4
CHEMBL425254_size_20_001,Inactive,-9.2
CHEMBL425254_size_20_002,Inactive,-6.9
CHEMBL425431_size_20_001,Inactive,-8.7
CHEMBL425945_size_20_001,Inactive,-5.2
CHEMBL425945_size_20_002,Inactive,-4.1
CHEMBL425945_size_20_003,Inactive,-2.3
CHEMBL425945_size_20_004,Inactive,-2.3
CHEMBL426105_size_20_001,Inactive,-5.9
CHEMBL426108_size_20_001,Inactive,-9.6
CHEMBL426108_size_20_002,Inactive,-7
CHEMBL426294_size_20_001,Inactive,-4
CHEMBL426327_size_20_001,Inactive,-8.1
CHEMBL426327_size_20_002,Inactive,-7.5
CHEMBL426327_size_20_003,Inactive,-7
CHEMBL426327_size_20_004,Inactive,-6.8
CHEMBL426327_size_20_005,Inactive,-6.3
CHEMBL426371_size_20_001,Inactive,-6.8
CHEMBL426371_size_20_002,Inactive,-6.8
CHEMBL426371_size_20_003,Inactive,-6.7
CHEMBL426371_size_20_004,Inactive,-6
CHEMBL426371_size_20_005,Inactive,-5
CHEMBL426484_size_20_001,Inactive,-10.3
CHEMBL426529_size_20_001,Inactive,-9.3
CHEMBL426529_size_20_002,Inactive,-9
CHEMBL426632_size_20_001,Inactive,-9.1
CHEMBL426632_size_20_002,Inactive,-8.9
CHEMBL426632_size_20_003,Inactive,-8.5
CHEMBL426632_size_20_004,Inactive,-7.8
CHEMBL426632_size_20_005,Inactive,-7.6
CHEMBL426632_size_20_006,Inactive,-7.2
CHEMBL426632_size_20_007,Inactive,-6.8
CHEMBL427080_size_20_001,Inactive,-9.7
CHEMBL427080_size_20_002,Inactive,-7.9
CHEMBL427237_size_20_001,Inactive,-9.1
CHEMBL427237_size_20_002,Inactive,-8
CHEMBL427237_size_20_003,Inactive,-6.2
CHEMBL427520_size_20_001,Inactive,-8.2
CHEMBL427520_size_20_002,Inactive,-7.9
CHEMBL427520_size_20_003,Inactive,-6.8
CHEMBL427520_size_20_004,Inactive,-6.6
CHEMBL427520_size_20_005,Inactive,-5.5
CHEMBL427520_size_20_006,Inactive,-5.2
CHEMBL4276781_size_20_001,Inactive,-8.5
CHEMBL4276781_size_20_002,Inactive,-7.9
CHEMBL4277858_size_20_001,Inactive,-9.3
CHEMBL4277858_size_20_002,Inactive,-8.3
CHEMBL4277858_size_20_003,Inactive,-7
CHEMBL428019_size_20_001,Inactive,-7.3
CHEMBL428019_size_20_002,Inactive,-7.1
CHEMBL428019_size_20_003,Inactive,-6.3
CHEMBL428019_size_20_004,Inactive,-5.4
CHEMBL428019_size_20_005,Inactive,-4.8
CHEMBL428019_size_20_006,Inactive,-4.7
CHEMBL428019_size_20_007,Inactive,-4.4
CHEMBL4280212_size_20_001,Inactive,-9.2
CHEMBL4280212_size_20_002,Inactive,-7
CHEMBL4281316_size_20_001,Inactive,-10
CHEMBL4281724_size_20_001,Inactive,-9.8
CHEMBL4281724_size_20_002,Inactive,-9.4
CHEMBL4281724_size_20_003,Inactive,-8.1
CHEMBL4281988_size_20_001,Inactive,-8.9
CHEMBL4281988_size_20_002,Inactive,-8.2
CHEMBL4281988_size_20_003,Inactive,-8.1
CHEMBL4281988_size_20_004,Inactive,-7.9
CHEMBL4281988_size_20_005,Inactive,-7.8
CHEMBL4281988_size_20_006,Inactive,-7.8
CHEMBL4281988_size_20_007,Inactive,-7.4
CHEMBL4281988_size_20_008,Inactive,-7.3
CHEMBL428255_size_20_001,Inactive,-8.4
CHEMBL428255_size_20_002,Inactive,-6.9
CHEMBL428255_size_20_003,Inactive,-6.5
CHEMBL4284280_size_20_001,Inactive,-8.2
CHEMBL4284280_size_20_002,Inactive,-7.8
CHEMBL4284280_size_20_003,Inactive,-7.6
CHEMBL4284549_size_20_001,Inactive,-7.7
CHEMBL4284549_size_20_002,Inactive,-7.6
CHEMBL4284549_size_20_003,Inactive,-6.6
CHEMBL4284723_size_20_001,Inactive,-8.5
CHEMBL4288124_size_20_001,Inactive,-8.2
CHEMBL4288124_size_20_002,Inactive,-8.2
CHEMBL4288124_size_20_003,Inactive,-8.2
CHEMBL4288124_size_20_004,Inactive,-8
CHEMBL4288124_size_20_005,Inactive,-7.7
CHEMBL4288124_size_20_006,Inactive,-7.2
CHEMBL4288513_size_20_001,Inactive,-9.8
CHEMBL4288513_size_20_002,Inactive,-9
CHEMBL4288513_size_20_003,Inactive,-7.4
CHEMBL4288770_size_20_001,Inactive,-8.6
CHEMBL4288770_size_20_002,Inactive,-8
CHEMBL4288770_size_20_003,Inactive,-7.7
CHEMBL4288770_size_20_004,Inactive,-7.5
CHEMBL4288770_size_20_005,Inactive,-6.4
CHEMBL428929_size_20_001,Inactive,-7.3
CHEMBL4289610_size_20_001,Inactive,-8
CHEMBL4289610_size_20_002,Inactive,-7.4
CHEMBL4289610_size_20_003,Inactive,-6.2
CHEMBL4291763_size_20_001,Inactive,-7.9
CHEMBL4291763_size_20_002,Inactive,-7.8
CHEMBL4291763_size_20_003,Inactive,-7.7
CHEMBL4291763_size_20_004,Inactive,-7.2
CHEMBL4291763_size_20_005,Inactive,-6.6
CHEMBL4291932_size_20_001,Inactive,-8.6
CHEMBL4291932_size_20_002,Inactive,-8.4
CHEMBL4291932_size_20_003,Inactive,-8.1
CHEMBL4291932_size_20_004,Inactive,-7.5
CHEMBL4292189_size_20_001,Inactive,-8.6
CHEMBL4292189_size_20_002,Inactive,-6.9
CHEMBL4292598_size_20_001,Inactive,-8.3
CHEMBL4292598_size_20_002,Inactive,-8.3
CHEMBL4292598_size_20_003,Inactive,-8.1
CHEMBL4292598_size_20_004,Inactive,-8
CHEMBL4295200_size_20_001,Inactive,-8.3
CHEMBL4295200_size_20_002,Inactive,-7.6
CHEMBL4295200_size_20_003,Inactive,-6.8
CHEMBL429671_size_20_001,Inactive,-2.6
CHEMBL430970_size_20_001,Inactive,-9.5
CHEMBL431450_size_20_001,Inactive,-10.6
CHEMBL431733_size_20_001,Inactive,-8.6
CHEMBL431733_size_20_002,Inactive,-7.5
CHEMBL434063_size_20_001,Inactive,-9.1
CHEMBL434063_size_20_002,Inactive,-8.7
CHEMBL434063_size_20_003,Inactive,-7.3
CHEMBL434063_size_20_004,Inactive,-6.3
CHEMBL434935_size_20_001,Inactive,-5.2
CHEMBL434935_size_20_002,Inactive,-4.7
CHEMBL434935_size_20_003,Inactive,-4.7
CHEMBL435512_size_20_001,Inactive,-10
CHEMBL435512_size_20_002,Inactive,-8.2
CHEMBL435517_size_20_001,Inactive,-4.1
CHEMBL435517_size_20_002,Inactive,-2.1
CHEMBL435517_size_20_003,Inactive,-2.1
CHEMBL436514_size_20_001,Inactive,-8.9
CHEMBL436514_size_20_002,Inactive,-8.1
CHEMBL437364_size_20_001,Inactive,-7.7
CHEMBL437364_size_20_002,Inactive,-7.4
CHEMBL441343_size_20_001,Inactive,-5.6
CHEMBL441343_size_20_002,Inactive,-5.5
CHEMBL441343_size_20_003,Inactive,-5.4
CHEMBL441343_size_20_004,Inactive,-5
CHEMBL441343_size_20_005,Inactive,-5
CHEMBL441343_size_20_006,Inactive,-4.7
CHEMBL441343_size_20_007,Inactive,-4.4
CHEMBL441343_size_20_008,Inactive,-4.3
CHEMBL442909_size_20_001,Inactive,-7.7
CHEMBL442909_size_20_002,Inactive,-7.2
CHEMBL442909_size_20_003,Inactive,-6.6
CHEMBL442909_size_20_004,Inactive,-6.1
CHEMBL442909_size_20_005,Inactive,-5.8
CHEMBL443238_size_20_001,Inactive,-9.8
CHEMBL443238_size_20_002,Inactive,-9.6
CHEMBL443243_size_20_001,Inactive,-8.7
CHEMBL443243_size_20_002,Inactive,-6.4
CHEMBL443335_size_20_001,Inactive,-7.5
CHEMBL443335_size_20_002,Inactive,-7.1
CHEMBL443335_size_20_003,Inactive,-6.3
CHEMBL443335_size_20_004,Inactive,-5.8
CHEMBL4436761_size_20_001,Inactive,-9.6
CHEMBL4436761_size_20_002,Inactive,-9.2
CHEMBL4436761_size_20_003,Inactive,-7.7
CHEMBL4438226_size_20_001,Inactive,-10.6
CHEMBL4438226_size_20_002,Inactive,-8.1
CHEMBL4439052_size_20_001,Inactive,-7.6
CHEMBL4439891_size_20_001,Inactive,-7.8
CHEMBL4439891_size_20_002,Inactive,-6.6
CHEMBL4439891_size_20_003,Inactive,-5.5
CHEMBL4440299_size_20_001,Inactive,-3.4
CHEMBL4440299_size_20_002,Inactive,-2.8
CHEMBL4440299_size_20_003,Inactive,-2.1
CHEMBL4441323_size_20_001,Inactive,-8.5
CHEMBL4441323_size_20_002,Inactive,-7.9
CHEMBL4441323_size_20_003,Inactive,-7.1
CHEMBL4441323_size_20_004,Inactive,-6
CHEMBL444175_size_20_001,Inactive,-7.1
CHEMBL4441830_size_20_001,Inactive,-5.3
CHEMBL4441830_size_20_002,Inactive,-5.1
CHEMBL4443192_size_20_001,Inactive,-9.4
CHEMBL4443400_size_20_001,Inactive,-8.5
CHEMBL4443400_size_20_002,Inactive,-8.2
CHEMBL4443400_size_20_003,Inactive,-7
CHEMBL4443400_size_20_004,Inactive,-6.1
CHEMBL444373_size_20_001,Inactive,-7.9
CHEMBL444373_size_20_002,Inactive,-7.8
CHEMBL444373_size_20_003,Inactive,-7.8
CHEMBL444373_size_20_004,Inactive,-6.6
CHEMBL444373_size_20_005,Inactive,-6
CHEMBL444373_size_20_006,Inactive,-5
CHEMBL4445012_size_20_001,Inactive,-8.9
CHEMBL4445012_size_20_002,Inactive,-6.5
CHEMBL4445468_size_20_001,Inactive,-8.1
CHEMBL4445468_size_20_002,Inactive,-7.8
CHEMBL4445468_size_20_003,Inactive,-7.8
CHEMBL4445468_size_20_004,Inactive,-7.5
CHEMBL4445524_size_20_001,Inactive,-9.4
CHEMBL4445524_size_20_002,Inactive,-9.3
CHEMBL4445524_size_20_003,Inactive,-8.3
CHEMBL4445737_size_20_001,Inactive,-8.5
CHEMBL4446031_size_20_001,Inactive,-8.3
CHEMBL4446031_size_20_002,Inactive,-6.4
CHEMBL4446633_size_20_001,Inactive,-10.2
CHEMBL4446633_size_20_002,Inactive,-8.3
CHEMBL4446679_size_20_001,Inactive,-5.6
CHEMBL4451056_size_20_001,Inactive,-6.3
CHEMBL4451056_size_20_002,Inactive,-6
CHEMBL4451056_size_20_003,Inactive,-4.5
CHEMBL4451056_size_20_004,Inactive,-3.7
CHEMBL4451056_size_20_005,Inactive,-3.4
CHEMBL4451764_size_20_001,Inactive,-3.6
CHEMBL4453254_size_20_001,Inactive,-9.3
CHEMBL4453254_size_20_002,Inactive,-8.8
CHEMBL4453254_size_20_003,Inactive,-8.4
CHEMBL4453254_size_20_004,Inactive,-7.9
CHEMBL4453254_size_20_005,Inactive,-7.4
CHEMBL4456624_size_20_001,Inactive,-9.7
CHEMBL4456821_size_20_001,Inactive,-5.8
CHEMBL4456821_size_20_002,Inactive,-4.7
CHEMBL4456821_size_20_003,Inactive,-3.6
CHEMBL4457493_size_20_001,Inactive,-5.9
CHEMBL4457493_size_20_002,Inactive,-3.3
CHEMBL4458208_size_20_001,Inactive,-9.3
CHEMBL4458208_size_20_002,Inactive,-8.4
CHEMBL4458208_size_20_003,Inactive,-8.3
CHEMBL4458208_size_20_004,Inactive,-8.2
CHEMBL4458208_size_20_005,Inactive,-7.9
CHEMBL4458208_size_20_006,Inactive,-7.7
CHEMBL4458208_size_20_007,Inactive,-7.4
CHEMBL4458366_size_20_001,Inactive,-9.5
CHEMBL4458366_size_20_002,Inactive,-9.1
CHEMBL4458366_size_20_003,Inactive,-8.2
CHEMBL4458366_size_20_004,Inactive,-7
CHEMBL445921_size_20_001,Inactive,2.2
CHEMBL445921_size_20_002,Inactive,3.5
CHEMBL445921_size_20_003,Inactive,4.4
CHEMBL445942_size_20_001,Inactive,-7.7
CHEMBL445942_size_20_002,Inactive,-7.1
CHEMBL445942_size_20_003,Inactive,-5.4
CHEMBL4459701_size_20_001,Inactive,-8.8
CHEMBL4459701_size_20_002,Inactive,-7.8
CHEMBL4459701_size_20_003,Inactive,-6.7
CHEMBL4460024_size_20_001,Inactive,-7.6
CHEMBL4460024_size_20_002,Inactive,-5.6
CHEMBL4460143_size_20_001,Inactive,-9.5
CHEMBL4460166_size_20_001,Inactive,-8
CHEMBL4460166_size_20_002,Inactive,-6.2
CHEMBL4461490_size_20_001,Inactive,44.7
CHEMBL446365_size_20_001,Inactive,-10.2
CHEMBL4465004_size_20_001,Inactive,-6.4
CHEMBL4465004_size_20_002,Inactive,-5.3
CHEMBL4465004_size_20_003,Inactive,-4.4
CHEMBL4465004_size_20_004,Inactive,-4.1
CHEMBL4465004_size_20_005,Inactive,-3.5
CHEMBL4465521_size_20_001,Inactive,-7.4
CHEMBL4465521_size_20_002,Inactive,-6.3
CHEMBL4465521_size_20_003,Inactive,-5.9
CHEMBL4465521_size_20_004,Inactive,-5.5
CHEMBL4465521_size_20_005,Inactive,-4.7
CHEMBL4465521_size_20_006,Inactive,-4.6
CHEMBL4465679_size_20_001,Inactive,-9.7
CHEMBL4465679_size_20_002,Inactive,-8.6
CHEMBL4466552_size_20_001,Inactive,-8.5
CHEMBL4466552_size_20_002,Inactive,-8.4
CHEMBL4466552_size_20_003,Inactive,-8.3
CHEMBL4466552_size_20_004,Inactive,-7.1
CHEMBL4466552_size_20_005,Inactive,-5.8
CHEMBL4467075_size_20_001,Inactive,-10.4
CHEMBL4467075_size_20_002,Inactive,-9.6
CHEMBL4467078_size_20_001,Inactive,-7
CHEMBL4467078_size_20_002,Inactive,-5.7
CHEMBL4468865_size_20_001,Inactive,-7.4
CHEMBL4470507_size_20_001,Inactive,-6.8
CHEMBL4470507_size_20_002,Inactive,-6.4
CHEMBL4470507_size_20_003,Inactive,-5.4
CHEMBL4470507_size_20_004,Inactive,-5.3
CHEMBL4471255_size_20_001,Inactive,-8.9
CHEMBL4471255_size_20_002,Inactive,-7.3
CHEMBL4471255_size_20_003,Inactive,-6.5
CHEMBL4471255_size_20_004,Inactive,-5.9
CHEMBL4471255_size_20_005,Inactive,-5.9
CHEMBL4471493_size_20_001,Inactive,-9.6
CHEMBL4471493_size_20_002,Inactive,-9.2
CHEMBL4471493_size_20_003,Inactive,-8.7
CHEMBL4473188_size_20_001,Inactive,-9.5
CHEMBL4473188_size_20_002,Inactive,-9.4
CHEMBL4473188_size_20_003,Inactive,-9.1
CHEMBL4473188_size_20_004,Inactive,-8.4
CHEMBL4473188_size_20_005,Inactive,-7.6
CHEMBL4473193_size_20_001,Inactive,-7.4
CHEMBL4473193_size_20_002,Inactive,-6.3
CHEMBL4473193_size_20_003,Inactive,-5.9
CHEMBL4473193_size_20_004,Inactive,-4.8
CHEMBL4473666_size_20_001,Inactive,-4.9
CHEMBL4473666_size_20_002,Inactive,-4.8
CHEMBL4475797_size_20_001,Inactive,-7.5
CHEMBL4475797_size_20_002,Inactive,-7.5
CHEMBL4475797_size_20_003,Inactive,-5.3
CHEMBL4475797_size_20_004,Inactive,-5.1
CHEMBL4475797_size_20_005,Inactive,-5
CHEMBL4476019_size_20_001,Inactive,-7.2
CHEMBL4476019_size_20_002,Inactive,-5.1
CHEMBL4476782_size_20_001,Inactive,-9.6
CHEMBL4476782_size_20_002,Inactive,-9.5
CHEMBL4476782_size_20_003,Inactive,-8.5
CHEMBL4476782_size_20_004,Inactive,-7.6
CHEMBL4483327_size_20_001,Inactive,-9
CHEMBL4483378_size_20_001,Inactive,-7.7
CHEMBL4483378_size_20_002,Inactive,-7.5
CHEMBL449099_size_20_001,Inactive,-7.4
CHEMBL449099_size_20_002,Inactive,-7.4
CHEMBL449099_size_20_003,Inactive,-7
CHEMBL449099_size_20_004,Inactive,-7
CHEMBL449099_size_20_005,Inactive,-6.3
CHEMBL449099_size_20_006,Inactive,-5.1
CHEMBL450409_size_20_001,Inactive,-6.3
CHEMBL450409_size_20_002,Inactive,-5.9
CHEMBL450774_size_20_001,Inactive,-8.5
CHEMBL450774_size_20_002,Inactive,-8.1
CHEMBL451321_size_20_001,Inactive,-8.5
CHEMBL451321_size_20_002,Inactive,-7.7
CHEMBL451321_size_20_003,Inactive,-7.2
CHEMBL451321_size_20_004,Inactive,-6.8
CHEMBL4513352_size_20_001,Inactive,-9.9
CHEMBL4513352_size_20_002,Inactive,-8.8
CHEMBL4513352_size_20_003,Inactive,-8.1
CHEMBL4514313_size_20_001,Inactive,-8.5
CHEMBL4514313_size_20_002,Inactive,-7.8
CHEMBL4514313_size_20_003,Inactive,-7.3
CHEMBL4514313_size_20_004,Inactive,-6.8
CHEMBL4514402_size_20_001,Inactive,-9.1
CHEMBL4514402_size_20_002,Inactive,-8.3
CHEMBL4514402_size_20_003,Inactive,-7.6
CHEMBL4514402_size_20_004,Inactive,-7.2
CHEMBL451681_size_20_001,Inactive,-9.3
CHEMBL4518775_size_20_001,Inactive,-9.6
CHEMBL4518775_size_20_002,Inactive,-9.5
CHEMBL4518775_size_20_003,Inactive,-9.4
CHEMBL4518775_size_20_004,Inactive,-8.4
CHEMBL4518775_size_20_005,Inactive,-7.4
CHEMBL4519021_size_20_001,Inactive,-6.4
CHEMBL4519021_size_20_002,Inactive,-6.3
CHEMBL4519021_size_20_003,Inactive,-5.7
CHEMBL452051_size_20_001,Inactive,-5.9
CHEMBL452054_size_20_001,Inactive,-6.5
CHEMBL452054_size_20_002,Inactive,-4.7
CHEMBL452054_size_20_003,Inactive,-4.3
CHEMBL4522023_size_20_001,Inactive,-6.3
CHEMBL4522023_size_20_002,Inactive,-6.1
CHEMBL4522023_size_20_003,Inactive,-5.9
CHEMBL4522023_size_20_004,Inactive,-5.8
CHEMBL4522023_size_20_005,Inactive,-5.7
CHEMBL4522023_size_20_006,Inactive,-5.3
CHEMBL4522023_size_20_007,Inactive,-4.9
CHEMBL4522441_size_20_001,Inactive,-7.6
CHEMBL4532207_size_20_001,Inactive,-5.1
CHEMBL4532207_size_20_002,Inactive,-4.8
CHEMBL4532207_size_20_003,Inactive,-4.6
CHEMBL4533202_size_20_001,Inactive,-7.5
CHEMBL4533822_size_20_001,Inactive,-9.7
CHEMBL4534481_size_20_001,Inactive,-8.8
CHEMBL4534481_size_20_002,Inactive,-8.5
CHEMBL453509_size_20_001,Inactive,-6.4
CHEMBL453509_size_20_002,Inactive,-6
CHEMBL453509_size_20_003,Inactive,-5.8
CHEMBL453509_size_20_004,Inactive,-5.1
CHEMBL453509_size_20_005,Inactive,-4.4
CHEMBL453509_size_20_006,Inactive,-4.3
CHEMBL4536821_size_20_001,Inactive,-8.8
CHEMBL4536821_size_20_002,Inactive,-8.1
CHEMBL4536821_size_20_003,Inactive,-7.9
CHEMBL4536821_size_20_004,Inactive,-6.8
CHEMBL4538761_size_20_001,Inactive,-8.2
CHEMBL4538761_size_20_002,Inactive,-5.6
CHEMBL453905_size_20_001,Inactive,-5.8
CHEMBL453905_size_20_002,Inactive,-5.8
CHEMBL453905_size_20_003,Inactive,-5.7
CHEMBL453905_size_20_004,Inactive,-4.3
CHEMBL453905_size_20_005,Inactive,-4.3
CHEMBL453905_size_20_006,Inactive,-4.3
CHEMBL453905_size_20_007,Inactive,-3.9
CHEMBL453905_size_20_008,Inactive,-3.9
CHEMBL453905_size_20_009,Inactive,-3.8
CHEMBL453905_size_20_010,Inactive,-3.7
CHEMBL453905_size_20_011,Inactive,-3.5
CHEMBL453905_size_20_012,Inactive,-3.5
CHEMBL4541281_size_20_001,Inactive,-9.2
CHEMBL4541281_size_20_002,Inactive,-6.9
CHEMBL454138_size_20_001,Inactive,4
CHEMBL454138_size_20_002,Inactive,5.1
CHEMBL4544745_size_20_001,Inactive,-6.8
CHEMBL4544745_size_20_002,Inactive,-4.1
CHEMBL4546437_size_20_001,Inactive,-6.8
CHEMBL4546437_size_20_002,Inactive,-4.8
CHEMBL4546798_size_20_001,Inactive,-5.7
CHEMBL4546798_size_20_002,Inactive,-5.3
CHEMBL4546798_size_20_003,Inactive,-5.2
CHEMBL4546798_size_20_004,Inactive,-4.5
CHEMBL454691_size_20_001,Inactive,-8.9
CHEMBL454691_size_20_002,Inactive,-7.8
CHEMBL454691_size_20_003,Inactive,-6.3
CHEMBL4547480_size_20_001,Inactive,-4.8
CHEMBL4548257_size_20_001,Inactive,-8
CHEMBL4548257_size_20_002,Inactive,-6.8
CHEMBL4548257_size_20_003,Inactive,-6
CHEMBL4548257_size_20_004,Inactive,-5.6
CHEMBL4548269_size_20_001,Inactive,-8.7
CHEMBL4548480_size_20_001,Inactive,-6.8
CHEMBL4548975_size_20_001,Inactive,-9.7
CHEMBL4548975_size_20_002,Inactive,-8.6
CHEMBL4548975_size_20_003,Inactive,-7
CHEMBL4548975_size_20_004,Inactive,-7
CHEMBL4549332_size_20_001,Inactive,-9.7
CHEMBL4549332_size_20_002,Inactive,-7.7
CHEMBL455126_size_20_001,Inactive,-6.1
CHEMBL455126_size_20_002,Inactive,-3.2
CHEMBL455127_size_20_001,Inactive,-7.7
CHEMBL455127_size_20_002,Inactive,-7.7
CHEMBL455127_size_20_003,Inactive,-7.6
CHEMBL455127_size_20_004,Inactive,-6
CHEMBL455127_size_20_005,Inactive,-6
CHEMBL455130_size_20_001,Inactive,-8.1
CHEMBL455130_size_20_002,Inactive,-7.6
CHEMBL455130_size_20_003,Inactive,-5.5
CHEMBL4552760_size_20_001,Inactive,-3.8
CHEMBL4552760_size_20_002,Inactive,-2.3
CHEMBL4552760_size_20_003,Inactive,-1.1
CHEMBL4555353_size_20_001,Inactive,-8.5
CHEMBL4555353_size_20_002,Inactive,-8.1
CHEMBL4555353_size_20_003,Inactive,-7.5
CHEMBL4555353_size_20_004,Inactive,-5.9
CHEMBL4555785_size_20_001,Inactive,-3.2
CHEMBL4555785_size_20_002,Inactive,-0.7
CHEMBL4556277_size_20_001,Inactive,-8.3
CHEMBL4556277_size_20_002,Inactive,-8.3
CHEMBL4556277_size_20_003,Inactive,-7.5
CHEMBL4556277_size_20_004,Inactive,-7.5
CHEMBL4556277_size_20_005,Inactive,-6.9
CHEMBL4556277_size_20_006,Inactive,-6.2
CHEMBL4557173_size_20_001,Inactive,-9.5
CHEMBL455936_size_20_001,Inactive,-8.5
CHEMBL455936_size_20_002,Inactive,-7.5
CHEMBL455936_size_20_003,Inactive,-7.3
CHEMBL455936_size_20_004,Inactive,-7.1
CHEMBL455936_size_20_005,Inactive,-6.2
CHEMBL4560767_size_20_001,Inactive,-7.8
CHEMBL4560767_size_20_002,Inactive,-7.4
CHEMBL456237_size_20_001,Inactive,-7.6
CHEMBL456237_size_20_002,Inactive,-7.6
CHEMBL456237_size_20_003,Inactive,-7.1
CHEMBL456237_size_20_004,Inactive,-4.8
CHEMBL456237_size_20_005,Inactive,-4.8
CHEMBL456237_size_20_006,Inactive,-4.7
CHEMBL456237_size_20_007,Inactive,-4.6
CHEMBL4563335_size_20_001,Inactive,-9.3
CHEMBL4563335_size_20_002,Inactive,-6.6
CHEMBL4563676_size_20_001,Inactive,-10.7
CHEMBL4563676_size_20_002,Inactive,-8.1
CHEMBL456402_size_20_001,Inactive,-6.5
CHEMBL456402_size_20_002,Inactive,-6.1
CHEMBL456402_size_20_003,Inactive,-3.9
CHEMBL456402_size_20_004,Inactive,-3.7
CHEMBL456403_size_20_001,Inactive,-7.5
CHEMBL4566817_size_20_001,Inactive,-7.7
CHEMBL4566817_size_20_002,Inactive,-7
CHEMBL4566817_size_20_003,Inactive,-5.1
CHEMBL457_size_20_001,Inactive,-7.2
CHEMBL457_size_20_002,Inactive,-6.4
CHEMBL457_size_20_003,Inactive,-6.1
CHEMBL457_size_20_004,Inactive,-5.4
CHEMBL4571105_size_20_001,Inactive,-4.5
CHEMBL4571105_size_20_002,Inactive,-4.3
CHEMBL4575123_size_20_001,Inactive,-10
CHEMBL4575123_size_20_002,Inactive,-7.9
CHEMBL4575123_size_20_003,Inactive,-8.4
CHEMBL4575562_size_20_001,Inactive,-5.7
CHEMBL4576159_size_20_001,Inactive,-8
CHEMBL4576159_size_20_002,Inactive,-7.9
