Pose,Real_Class,Docking_score
CHEMBL1087831_size_20_001,Inactive,-7.5
CHEMBL1087938_size_20_001,Inactive,-7.9
CHEMBL1087938_size_20_002,Inactive,-7
CHEMBL1087938_size_20_003,Inactive,-6.9
CHEMBL1087938_size_20_004,Inactive,-6.8
CHEMBL1087938_size_20_005,Inactive,-5.8
CHEMBL1087938_size_20_006,Inactive,-5.6
CHEMBL1087938_size_20_007,Inactive,-5.5
CHEMBL1088096_size_20_001,Inactive,-4.3
CHEMBL1088097_size_20_001,Inactive,-8.4
CHEMBL1088097_size_20_002,Inactive,-8.2
CHEMBL1088097_size_20_003,Inactive,-7.8
CHEMBL108829_size_20_001,Inactive,-7.6
CHEMBL108829_size_20_002,Inactive,-7.6
CHEMBL108829_size_20_003,Inactive,-7.1
CHEMBL108829_size_20_004,Inactive,-6.8
CHEMBL108829_size_20_005,Inactive,-6.7
CHEMBL108829_size_20_006,Inactive,-6.1
CHEMBL108861_size_20_001,Inactive,-6.4
CHEMBL108861_size_20_002,Inactive,-5.9
CHEMBL108861_size_20_003,Inactive,-5.5
CHEMBL108861_size_20_004,Inactive,-5.4
CHEMBL108861_size_20_005,Inactive,-4.8
CHEMBL1088666_size_20_001,Inactive,-7
CHEMBL1088666_size_20_002,Inactive,-6
CHEMBL1088666_size_20_003,Inactive,-4.4
CHEMBL1089110_size_20_001,Inactive,-9.6
CHEMBL1089110_size_20_002,Inactive,-9.6
CHEMBL1089110_size_20_003,Inactive,-9.2
CHEMBL1089110_size_20_004,Inactive,-8.9
CHEMBL1089110_size_20_005,Inactive,-8.8
CHEMBL1089110_size_20_006,Inactive,-8.6
CHEMBL1089158_size_20_001,Inactive,-9.4
CHEMBL1089158_size_20_002,Inactive,-8.4
CHEMBL1089177_size_20_001,Inactive,-9.1
CHEMBL1089177_size_20_002,Inactive,-9.1
CHEMBL1089177_size_20_003,Inactive,-6.4
CHEMBL1089317_size_20_001,Inactive,-7.6
CHEMBL1089317_size_20_002,Inactive,-7.3
CHEMBL1089317_size_20_003,Inactive,-7
CHEMBL1089317_size_20_004,Inactive,-6.6
CHEMBL1089317_size_20_005,Inactive,-6.5
CHEMBL1089317_size_20_006,Inactive,-6.4
CHEMBL1089317_size_20_007,Inactive,-6.3
CHEMBL1089467_size_20_001,Inactive,-10.6
CHEMBL1089467_size_20_002,Inactive,-8
CHEMBL1089632_size_20_001,Inactive,-9.3
CHEMBL1089632_size_20_002,Inactive,-8.5
CHEMBL1089632_size_20_003,Inactive,-7.1
CHEMBL1089632_size_20_004,Inactive,-6.7
CHEMBL1089634_size_20_001,Inactive,-9.7
CHEMBL1089634_size_20_002,Inactive,-7.9
CHEMBL1089825_size_20_001,Inactive,-9.4
CHEMBL1089825_size_20_002,Inactive,-9
CHEMBL1089825_size_20_003,Inactive,-7.9
CHEMBL1089826_size_20_001,Inactive,-9
CHEMBL1089826_size_20_002,Inactive,-9
CHEMBL1089826_size_20_003,Inactive,-6.6
CHEMBL1089827_size_20_001,Inactive,-9.4
CHEMBL1089827_size_20_002,Inactive,-6.8
CHEMBL1090493_size_20_001,Inactive,-9.9
CHEMBL1090493_size_20_002,Inactive,-8.5
CHEMBL1090557_size_20_001,Inactive,-10.1
CHEMBL1090557_size_20_002,Inactive,-9.6
CHEMBL1090814_size_20_001,Inactive,-8.8
CHEMBL1090814_size_20_002,Inactive,-7.9
CHEMBL1090814_size_20_003,Inactive,-7.8
CHEMBL1090814_size_20_004,Inactive,-6.3
CHEMBL1090814_size_20_005,Inactive,-5.8
CHEMBL1090815_size_20_001,Inactive,-8
CHEMBL1090815_size_20_002,Inactive,-7.6
CHEMBL1090815_size_20_003,Inactive,-7.3
CHEMBL1090815_size_20_004,Inactive,-6.3
CHEMBL1090815_size_20_005,Inactive,-6
CHEMBL1090815_size_20_006,Inactive,-5.6
CHEMBL1090859_size_20_001,Inactive,-9.3
CHEMBL1090860_size_20_001,Inactive,-9.6
CHEMBL1090860_size_20_002,Inactive,-7
CHEMBL1090861_size_20_001,Inactive,-9.5
CHEMBL1091523_size_20_001,Inactive,-9.8
CHEMBL1091523_size_20_002,Inactive,-9.2
CHEMBL1091523_size_20_003,Inactive,-8.6
CHEMBL1091523_size_20_004,Inactive,-8.5
CHEMBL1091523_size_20_005,Inactive,-8.5
CHEMBL1091523_size_20_006,Inactive,-7.8
CHEMBL1091523_size_20_007,Inactive,-7.7
CHEMBL1091523_size_20_008,Inactive,-7
CHEMBL1091866_size_20_001,Inactive,-9.2
CHEMBL1092387_size_20_001,Inactive,-5.6
CHEMBL1092387_size_20_002,Inactive,-5.3
CHEMBL1092387_size_20_003,Inactive,-5
CHEMBL1092387_size_20_004,Inactive,-4
CHEMBL109241_size_20_001,Inactive,-10.8
CHEMBL1093532_size_20_001,Inactive,-10
CHEMBL1093532_size_20_002,Inactive,-7.9
CHEMBL1093532_size_20_003,Inactive,-7.6
CHEMBL109731_size_20_001,Inactive,-9.5
CHEMBL109731_size_20_002,Inactive,-7.3
CHEMBL1097687_size_20_001,Inactive,-5.8
CHEMBL109773_size_20_001,Inactive,-8.9
CHEMBL109773_size_20_002,Inactive,-7.9
CHEMBL109773_size_20_003,Inactive,-7.6
CHEMBL109773_size_20_004,Inactive,-7.2
CHEMBL1098027_size_20_001,Inactive,-4.6
CHEMBL1098027_size_20_002,Inactive,-4.3
CHEMBL1098368_size_20_001,Inactive,-6.4
CHEMBL1098368_size_20_002,Inactive,-5.1
CHEMBL109975_size_20_001,Inactive,-10.4
CHEMBL109975_size_20_002,Inactive,-9.8
CHEMBL110071_size_20_001,Inactive,-10.2
CHEMBL110071_size_20_002,Inactive,-9.3
CHEMBL110071_size_20_003,Inactive,-7.4
CHEMBL111077_size_20_001,Inactive,-6
CHEMBL111077_size_20_002,Inactive,-5.4
CHEMBL111077_size_20_003,Inactive,-5
CHEMBL111077_size_20_004,Inactive,-5
CHEMBL111077_size_20_005,Inactive,-4.9
CHEMBL111077_size_20_006,Inactive,-4.5
CHEMBL111077_size_20_007,Inactive,-4.5
CHEMBL111841_size_20_001,Inactive,-9.4
CHEMBL111841_size_20_002,Inactive,-6.7
CHEMBL112790_size_20_001,Inactive,-10.3
CHEMBL112790_size_20_002,Inactive,-9.6
CHEMBL112790_size_20_003,Inactive,-8.1
CHEMBL112790_size_20_004,Inactive,-7.8
CHEMBL113006_size_20_001,Inactive,-9
CHEMBL113006_size_20_002,Inactive,-7.8
CHEMBL113006_size_20_003,Inactive,-7.5
CHEMBL113324_size_20_001,Inactive,-8.9
CHEMBL113324_size_20_002,Inactive,-7.8
CHEMBL113587_size_20_001,Inactive,-10.1
CHEMBL114286_size_20_001,Inactive,-9.6
CHEMBL114286_size_20_002,Inactive,-8.1
CHEMBL114286_size_20_003,Inactive,-6.9
CHEMBL115137_size_20_001,Inactive,-8.6
CHEMBL115137_size_20_002,Inactive,-8.6
CHEMBL115137_size_20_003,Inactive,-6.8
CHEMBL115137_size_20_004,Inactive,-6.3
CHEMBL115310_size_20_001,Inactive,-8.5
CHEMBL115310_size_20_002,Inactive,-7.9
CHEMBL115448_size_20_001,Inactive,-7.2
CHEMBL115448_size_20_002,Inactive,-6.6
CHEMBL115448_size_20_003,Inactive,-6.1
CHEMBL115463_size_20_001,Inactive,-9.2
CHEMBL115463_size_20_002,Inactive,-8.7
CHEMBL115463_size_20_003,Inactive,-7.5
CHEMBL115604_size_20_001,Inactive,-8.4
CHEMBL115604_size_20_002,Inactive,-7.8
CHEMBL115604_size_20_003,Inactive,-6.7
CHEMBL116043_size_20_001,Inactive,-9.7
CHEMBL116774_size_20_001,Inactive,-8.3
CHEMBL116774_size_20_002,Inactive,-8.1
CHEMBL116774_size_20_003,Inactive,-7.9
CHEMBL116774_size_20_004,Inactive,-7.1
CHEMBL116774_size_20_005,Inactive,-5.6
CHEMBL116920_size_20_001,Inactive,-8.8
CHEMBL116920_size_20_002,Inactive,-8.5
CHEMBL116920_size_20_003,Inactive,-6.9
CHEMBL1169827_size_20_001,Inactive,-9.3
CHEMBL1169827_size_20_002,Inactive,-8.2
CHEMBL1170076_size_20_001,Inactive,-8.1
CHEMBL1170076_size_20_002,Inactive,-7.8
CHEMBL1170076_size_20_003,Inactive,-7.3
CHEMBL1170076_size_20_004,Inactive,-6.5
CHEMBL1170264_size_20_001,Inactive,-8.1
CHEMBL1170264_size_20_002,Inactive,-7.3
CHEMBL1170264_size_20_003,Inactive,-5.6
CHEMBL1170852_size_20_001,Inactive,-8.4
CHEMBL1170852_size_20_002,Inactive,-8.2
CHEMBL1170852_size_20_003,Inactive,-7
CHEMBL1170852_size_20_004,Inactive,-6.6
CHEMBL1170852_size_20_005,Inactive,-6.5
CHEMBL1171652_size_20_001,Inactive,-7.5
CHEMBL1171652_size_20_002,Inactive,-6.4
CHEMBL1171652_size_20_003,Inactive,-5.7
CHEMBL1171831_size_20_001,Inactive,-6.4
CHEMBL1171831_size_20_002,Inactive,-6.4
CHEMBL1171831_size_20_003,Inactive,-6.4
CHEMBL1171831_size_20_004,Inactive,-3.9
CHEMBL1171831_size_20_005,Inactive,-3.9
CHEMBL1171832_size_20_001,Inactive,-7.2
CHEMBL1171832_size_20_002,Inactive,-6
CHEMBL1171832_size_20_003,Inactive,-5.7
CHEMBL1171832_size_20_004,Inactive,-5.5
CHEMBL1171833_size_20_001,Inactive,-8.4
CHEMBL1171833_size_20_002,Inactive,-6.7
CHEMBL1171833_size_20_003,Inactive,-6.3
CHEMBL1171833_size_20_004,Inactive,-5.7
CHEMBL1171834_size_20_001,Inactive,-7.9
CHEMBL1171834_size_20_002,Inactive,-6
CHEMBL1171834_size_20_003,Inactive,-5.6
CHEMBL1171851_size_20_001,Inactive,-8.3
CHEMBL1171851_size_20_002,Inactive,-7.3
CHEMBL1172000_size_20_001,Inactive,-7.8
CHEMBL1172000_size_20_002,Inactive,-7.1
CHEMBL1172000_size_20_003,Inactive,-6.5
CHEMBL1172001_size_20_001,Inactive,-7.9
CHEMBL1172001_size_20_002,Inactive,-7
CHEMBL1172001_size_20_003,Inactive,-6.9
CHEMBL1172001_size_20_004,Inactive,-6.3
CHEMBL1172001_size_20_005,Inactive,-6.3
CHEMBL1172001_size_20_006,Inactive,-5.2
CHEMBL1172002_size_20_001,Inactive,-5.7
CHEMBL1172002_size_20_002,Inactive,-4.2
CHEMBL1172002_size_20_003,Inactive,-3
CHEMBL1172003_size_20_001,Inactive,-8
CHEMBL1172003_size_20_002,Inactive,-7.6
CHEMBL1172003_size_20_003,Inactive,-7.2
CHEMBL1172016_size_20_001,Inactive,-8.3
CHEMBL1172016_size_20_002,Inactive,-7.4
CHEMBL1172016_size_20_003,Inactive,-6.1
CHEMBL1172016_size_20_004,Inactive,-6.1
CHEMBL1172016_size_20_005,Inactive,-6
CHEMBL1172019_size_20_001,Inactive,-8
CHEMBL1172019_size_20_002,Inactive,-6.2
CHEMBL1172019_size_20_003,Inactive,-5.9
CHEMBL1172019_size_20_004,Inactive,-5.5
CHEMBL1172222_size_20_001,Inactive,-8.4
CHEMBL1172222_size_20_002,Inactive,-8.2
CHEMBL1172222_size_20_003,Inactive,-7.4
CHEMBL1172222_size_20_004,Inactive,-6.4
CHEMBL1173121_size_20_001,Inactive,-7.5
CHEMBL1173121_size_20_002,Inactive,-6.6
CHEMBL1173121_size_20_003,Inactive,-5.9
CHEMBL1173121_size_20_004,Inactive,-5.7
CHEMBL1173376_size_20_001,Inactive,-8.3
CHEMBL1173376_size_20_002,Inactive,-7.7
CHEMBL1173380_size_20_001,Inactive,-6.4
CHEMBL1173380_size_20_002,Inactive,-6.2
CHEMBL1173380_size_20_003,Inactive,-6.2
CHEMBL1173380_size_20_004,Inactive,-5.9
CHEMBL1173380_size_20_005,Inactive,-5.9
CHEMBL1173380_size_20_006,Inactive,-5.8
CHEMBL1173380_size_20_007,Inactive,-5
CHEMBL1173380_size_20_008,Inactive,-3.9
CHEMBL1173381_size_20_001,Inactive,-6
CHEMBL1173381_size_20_002,Inactive,-5.7
CHEMBL1173381_size_20_003,Inactive,-5.4
CHEMBL1173381_size_20_004,Inactive,-5.2
CHEMBL1173381_size_20_005,Inactive,-5
CHEMBL1173474_size_20_001,Inactive,-6
CHEMBL1173474_size_20_002,Inactive,-5.9
CHEMBL1173474_size_20_003,Inactive,-5.9
CHEMBL1173474_size_20_004,Inactive,-5.9
CHEMBL1173474_size_20_005,Inactive,-5.7
CHEMBL1173474_size_20_006,Inactive,-5.6
CHEMBL1173474_size_20_007,Inactive,-4.5
CHEMBL1173499_size_20_001,Inactive,-8.3
CHEMBL1173499_size_20_002,Inactive,-7.7
CHEMBL1173564_size_20_001,Inactive,-6.8
CHEMBL1173564_size_20_002,Inactive,-5.1
CHEMBL117578_size_20_001,Inactive,-9.7
CHEMBL117764_size_20_001,Inactive,-8.7
CHEMBL117764_size_20_002,Inactive,-8.6
CHEMBL117764_size_20_003,Inactive,-7.9
CHEMBL117764_size_20_004,Inactive,-7
CHEMBL117764_size_20_005,Inactive,-7
CHEMBL117918_size_20_001,Inactive,-10.9
CHEMBL118198_size_20_001,Inactive,-8.9
CHEMBL118198_size_20_002,Inactive,-7
CHEMBL118206_size_20_001,Inactive,-10
CHEMBL118206_size_20_002,Inactive,-7.5
CHEMBL118274_size_20_001,Inactive,-8.6
CHEMBL118274_size_20_002,Inactive,-6.3
CHEMBL118279_size_20_001,Inactive,-9.4
CHEMBL118279_size_20_002,Inactive,-8.1
CHEMBL118413_size_20_001,Inactive,-8.6
CHEMBL118413_size_20_002,Inactive,-8.1
CHEMBL118413_size_20_003,Inactive,-7.7
CHEMBL118417_size_20_001,Inactive,-6.3
CHEMBL118417_size_20_002,Inactive,-5.8
CHEMBL118417_size_20_003,Inactive,-5.4
CHEMBL118417_size_20_004,Inactive,-5.2
CHEMBL118417_size_20_005,Inactive,-5.1
CHEMBL118417_size_20_006,Inactive,-4.3
CHEMBL118417_size_20_007,Inactive,-4.3
CHEMBL118483_size_20_001,Inactive,-9.4
CHEMBL118483_size_20_002,Inactive,-8.5
CHEMBL118492_size_20_001,Inactive,-8.1
CHEMBL118492_size_20_002,Inactive,-7.3
CHEMBL118492_size_20_003,Inactive,-6.4
CHEMBL118492_size_20_004,Inactive,-5.9
CHEMBL118546_size_20_001,Inactive,-10.6
CHEMBL118546_size_20_002,Inactive,-8.9
CHEMBL118576_size_20_001,Inactive,-8.9
CHEMBL118576_size_20_002,Inactive,-8.7
CHEMBL118576_size_20_003,Inactive,-8
CHEMBL118617_size_20_001,Inactive,-8.9
CHEMBL118852_size_20_001,Inactive,-8.5
CHEMBL118880_size_20_001,Inactive,-8.5
CHEMBL118880_size_20_002,Inactive,-8.3
CHEMBL118880_size_20_003,Inactive,-8
CHEMBL118880_size_20_004,Inactive,-6.2
CHEMBL118900_size_20_001,Inactive,-8.9
CHEMBL118900_size_20_002,Inactive,-8.7
CHEMBL118900_size_20_003,Inactive,-6.7
CHEMBL118972_size_20_001,Inactive,-8.8
CHEMBL118972_size_20_002,Inactive,-7.5
CHEMBL118972_size_20_003,Inactive,-7
CHEMBL118972_size_20_004,Inactive,-7
CHEMBL118972_size_20_005,Inactive,-6.8
CHEMBL118972_size_20_006,Inactive,-5.8
CHEMBL118976_size_20_001,Inactive,-8.6
CHEMBL118976_size_20_002,Inactive,-8
CHEMBL118976_size_20_003,Inactive,-7.8
CHEMBL118976_size_20_004,Inactive,-5.8
CHEMBL118977_size_20_001,Inactive,-9.6
CHEMBL119030_size_20_001,Inactive,-9
CHEMBL119066_size_20_001,Inactive,-10.1
CHEMBL119066_size_20_002,Inactive,-8.1
CHEMBL119078_size_20_001,Inactive,-9.4
CHEMBL119097_size_20_001,Inactive,-8.9
CHEMBL119097_size_20_002,Inactive,-8.6
CHEMBL119097_size_20_003,Inactive,-6.1
CHEMBL119111_size_20_001,Inactive,-10.1
CHEMBL119111_size_20_002,Inactive,-9.5
CHEMBL119217_size_20_001,Inactive,-9.2
CHEMBL119217_size_20_002,Inactive,-8.6
CHEMBL119217_size_20_003,Inactive,-8.3
CHEMBL119217_size_20_004,Inactive,-7.4
CHEMBL119278_size_20_001,Inactive,-7.9
CHEMBL119278_size_20_002,Inactive,-6
CHEMBL119646_size_20_001,Inactive,-7.7
CHEMBL119646_size_20_002,Inactive,-7.1
CHEMBL119682_size_20_001,Inactive,-8
CHEMBL119682_size_20_002,Inactive,-7.8
CHEMBL119682_size_20_003,Inactive,-7.5
CHEMBL119682_size_20_004,Inactive,-7.2
CHEMBL119682_size_20_005,Inactive,-6.3
CHEMBL119682_size_20_006,Inactive,-5
CHEMBL119709_size_20_001,Inactive,-9.1
CHEMBL119709_size_20_002,Inactive,-7.8
CHEMBL119795_size_20_001,Inactive,-9
CHEMBL119795_size_20_002,Inactive,-8.6
CHEMBL119795_size_20_003,Inactive,-7.3
CHEMBL119795_size_20_004,Inactive,-6.6
CHEMBL119798_size_20_001,Inactive,-10.1
CHEMBL119869_size_20_001,Inactive,-8.1
CHEMBL119869_size_20_002,Inactive,-5.6
CHEMBL119962_size_20_001,Inactive,-9.3
CHEMBL119962_size_20_002,Inactive,-9
CHEMBL119962_size_20_003,Inactive,-7.8
CHEMBL120045_size_20_001,Inactive,-8.4
CHEMBL120045_size_20_002,Inactive,-8.2
CHEMBL120045_size_20_003,Inactive,-7.9
CHEMBL120045_size_20_004,Inactive,-7.9
CHEMBL120045_size_20_005,Inactive,-7.4
CHEMBL120045_size_20_006,Inactive,-6.9
CHEMBL120045_size_20_007,Inactive,-6.2
CHEMBL120045_size_20_008,Inactive,-5.7
CHEMBL120244_size_20_001,Inactive,-8.2
CHEMBL120244_size_20_002,Inactive,-7.7
CHEMBL120244_size_20_003,Inactive,-7.2
CHEMBL120244_size_20_004,Inactive,-5.7
CHEMBL120444_size_20_001,Inactive,-9
CHEMBL120444_size_20_002,Inactive,-8.6
CHEMBL120444_size_20_003,Inactive,-8.6
CHEMBL120570_size_20_001,Inactive,-9.9
CHEMBL120570_size_20_002,Inactive,-7.9
CHEMBL120570_size_20_003,Inactive,-7.8
CHEMBL120570_size_20_004,Inactive,-7.8
CHEMBL120570_size_20_005,Inactive,-6.9
CHEMBL120574_size_20_001,Inactive,-8.9
CHEMBL120574_size_20_002,Inactive,-8.3
CHEMBL120574_size_20_003,Inactive,-7.7
CHEMBL120574_size_20_004,Inactive,-7.3
CHEMBL120574_size_20_005,Inactive,-6.8
CHEMBL120620_size_20_001,Inactive,-7.9
CHEMBL120620_size_20_002,Inactive,-7.1
CHEMBL120620_size_20_003,Inactive,-5.7
CHEMBL120676_size_20_001,Inactive,-8.2
CHEMBL120676_size_20_002,Inactive,-7.6
CHEMBL120676_size_20_003,Inactive,-6.9
CHEMBL120676_size_20_004,Inactive,-5.5
CHEMBL120676_size_20_005,Inactive,-5.2
CHEMBL120744_size_20_001,Inactive,-8.6
CHEMBL120744_size_20_002,Inactive,-7.9
CHEMBL120744_size_20_003,Inactive,-7.6
CHEMBL120744_size_20_004,Inactive,-7.1
CHEMBL120748_size_20_001,Inactive,-8.6
CHEMBL120748_size_20_002,Inactive,-7.8
CHEMBL120748_size_20_003,Inactive,-6
CHEMBL1209109_size_20_001,Inactive,-8.1
CHEMBL1209109_size_20_002,Inactive,-8.1
CHEMBL1209109_size_20_003,Inactive,-7.9
CHEMBL1209109_size_20_004,Inactive,-5.8
CHEMBL1209170_size_20_001,Inactive,-8.1
CHEMBL1209170_size_20_002,Inactive,-7
CHEMBL1209170_size_20_003,Inactive,-6
CHEMBL1209170_size_20_004,Inactive,-5.1
CHEMBL1209173_size_20_001,Inactive,-7.8
CHEMBL1209173_size_20_002,Inactive,-7.8
CHEMBL121_size_20_001,Inactive,-8.5
CHEMBL121_size_20_002,Inactive,-7.7
CHEMBL121_size_20_003,Inactive,-7.1
CHEMBL121_size_20_004,Inactive,-6.9
CHEMBL122009_size_20_001,Inactive,-8.4
CHEMBL122009_size_20_002,Inactive,-8.3
CHEMBL122009_size_20_003,Inactive,-7.6
CHEMBL122009_size_20_004,Inactive,-7.5
CHEMBL122009_size_20_005,Inactive,-6.8
CHEMBL122009_size_20_006,Inactive,-6.8
CHEMBL122009_size_20_007,Inactive,-6.4
CHEMBL1223140_size_20_001,Inactive,-6.1
CHEMBL1223140_size_20_002,Inactive,-5.8
CHEMBL1223140_size_20_003,Inactive,-5.2
CHEMBL1223140_size_20_004,Inactive,-4.9
CHEMBL1223140_size_20_005,Inactive,-4.7
CHEMBL1223140_size_20_006,Inactive,-4.6
CHEMBL1229938_size_20_001,Inactive,-4.5
CHEMBL1229938_size_20_002,Inactive,-3.9
CHEMBL1229938_size_20_003,Inactive,-3.7
CHEMBL1229938_size_20_004,Inactive,-3.2
CHEMBL1231797_size_20_001,Inactive,-7.9
CHEMBL1231797_size_20_002,Inactive,-7.4
CHEMBL1231797_size_20_003,Inactive,-7.2
CHEMBL1231797_size_20_004,Inactive,-7.1
CHEMBL1231797_size_20_005,Inactive,-6.9
CHEMBL1231797_size_20_006,Inactive,-6.8
CHEMBL1231797_size_20_007,Inactive,-5.2
CHEMBL1232712_size_20_001,Inactive,-7.6
CHEMBL1232712_size_20_002,Inactive,-7.5
CHEMBL1236924_size_20_001,Inactive,-9.5
CHEMBL1236924_size_20_002,Inactive,-9.3
CHEMBL1236924_size_20_003,Inactive,-8.2
CHEMBL1236924_size_20_004,Inactive,-7.5
CHEMBL124079_size_20_001,Inactive,-9.6
CHEMBL1243178_size_20_001,Inactive,-7.7
CHEMBL1243178_size_20_002,Inactive,-7.3
CHEMBL1243178_size_20_003,Inactive,-7.1
CHEMBL1254672_size_20_001,Inactive,-8.7
CHEMBL1254672_size_20_002,Inactive,-8.3
CHEMBL1254673_size_20_001,Inactive,-8.4
CHEMBL1254756_size_20_001,Inactive,-9.4
CHEMBL1321398_size_20_001,Inactive,-9.6
CHEMBL1322564_size_20_001,Inactive,-8.8
CHEMBL1322564_size_20_002,Inactive,-8.8
CHEMBL1322564_size_20_003,Inactive,-8.5
CHEMBL1322564_size_20_004,Inactive,-7.5
CHEMBL1328156_size_20_001,Inactive,-6.6
CHEMBL1328156_size_20_002,Inactive,-6.4
CHEMBL1328156_size_20_003,Inactive,-6
CHEMBL1328156_size_20_004,Inactive,-5.7
CHEMBL1328156_size_20_005,Inactive,-5.7
CHEMBL1360615_size_20_001,Inactive,-6.8
CHEMBL1360615_size_20_002,Inactive,-5.6
CHEMBL1362332_size_20_001,Inactive,-5.6
CHEMBL1362332_size_20_002,Inactive,-4.3
CHEMBL1362332_size_20_003,Inactive,-4.2
CHEMBL1362332_size_20_004,Inactive,-3.8
CHEMBL1365675_size_20_001,Inactive,-8.5
CHEMBL1365675_size_20_002,Inactive,-8
CHEMBL1365675_size_20_003,Inactive,-7.7
CHEMBL1365675_size_20_004,Inactive,-6.5
CHEMBL1365675_size_20_005,Inactive,-6.3
CHEMBL1419984_size_20_001,Inactive,-9.5
CHEMBL1419984_size_20_002,Inactive,-7.6
CHEMBL1419984_size_20_003,Inactive,-6.6
CHEMBL144112_size_20_001,Inactive,-4.1
CHEMBL144112_size_20_002,Inactive,-1.4
CHEMBL145941_size_20_001,Inactive,-10.3
CHEMBL145941_size_20_002,Inactive,-7.4
CHEMBL146_size_20_001,Inactive,-4.1
CHEMBL146_size_20_002,Inactive,-4
CHEMBL146650_size_20_001,Inactive,-7.1
CHEMBL146650_size_20_002,Inactive,-5.7
CHEMBL147090_size_20_001,Inactive,-10.1
CHEMBL147492_size_20_001,Inactive,-8.9
CHEMBL147492_size_20_002,Inactive,-7.4
CHEMBL147492_size_20_003,Inactive,-6.6
CHEMBL147492_size_20_004,Inactive,-6.5
CHEMBL148237_size_20_001,Inactive,-10.1
CHEMBL148459_size_20_001,Inactive,-9.9
CHEMBL148459_size_20_002,Inactive,-9
CHEMBL148459_size_20_003,Inactive,-6.9
CHEMBL1487677_size_20_001,Inactive,-1.8
CHEMBL148856_size_20_001,Inactive,-8.8
CHEMBL148856_size_20_002,Inactive,-7.6
CHEMBL148856_size_20_003,Inactive,-7.3
CHEMBL148856_size_20_004,Inactive,-6.3
CHEMBL1488668_size_20_001,Inactive,-8.1
CHEMBL1488668_size_20_002,Inactive,-7.4
CHEMBL1488668_size_20_003,Inactive,-7.2
CHEMBL1488668_size_20_004,Inactive,-7.2
CHEMBL1488668_size_20_005,Inactive,-7.1
CHEMBL1488668_size_20_006,Inactive,-6.9
CHEMBL1488668_size_20_007,Inactive,-6.7
CHEMBL1491825_size_20_001,Inactive,-9.3
CHEMBL1491825_size_20_002,Inactive,-7.7
CHEMBL1491825_size_20_003,Inactive,-7.3
CHEMBL1491825_size_20_004,Inactive,-7.3
CHEMBL1491825_size_20_005,Inactive,-7
CHEMBL149605_size_20_001,Inactive,-10.5
CHEMBL149677_size_20_001,Inactive,-8
CHEMBL149677_size_20_002,Inactive,-6.1
CHEMBL149677_size_20_003,Inactive,-5.2
CHEMBL149876_size_20_001,Inactive,-9.5
CHEMBL1526319_size_20_001,Inactive,-6.2
CHEMBL1526319_size_20_002,Inactive,-3.9
CHEMBL1528839_size_20_001,Inactive,-7.2
CHEMBL1528839_size_20_002,Inactive,-7
CHEMBL1528839_size_20_003,Inactive,-6.6
CHEMBL1528839_size_20_004,Inactive,-6.3
CHEMBL1528839_size_20_005,Inactive,-6
CHEMBL1528839_size_20_006,Inactive,-5.8
CHEMBL1528839_size_20_007,Inactive,-5.6
CHEMBL153057_size_20_001,Inactive,-8.8
CHEMBL153057_size_20_002,Inactive,-8
CHEMBL153057_size_20_003,Inactive,-7.4
CHEMBL15594_size_20_001,Inactive,-6.9
CHEMBL15594_size_20_002,Inactive,-6.3
CHEMBL15594_size_20_003,Inactive,-6.1
CHEMBL15594_size_20_004,Inactive,-5.3
CHEMBL1565327_size_20_001,Inactive,-9.3
CHEMBL1565327_size_20_002,Inactive,-7.6
CHEMBL1606550_size_20_001,Inactive,-5.9
CHEMBL1606550_size_20_002,Inactive,-5.3
CHEMBL1606550_size_20_003,Inactive,-5
CHEMBL1606550_size_20_004,Inactive,-5
CHEMBL1606550_size_20_005,Inactive,-4.7
CHEMBL1606550_size_20_006,Inactive,-4.4
CHEMBL1606550_size_20_007,Inactive,-4.2
CHEMBL1606550_size_20_008,Inactive,-4.2
CHEMBL1606550_size_20_009,Inactive,-4
CHEMBL1606550_size_20_010,Inactive,-4
CHEMBL1606550_size_20_011,Inactive,-3.9
CHEMBL1606550_size_20_012,Inactive,-3.2
CHEMBL1630385_size_20_001,Inactive,-10.3
CHEMBL1630385_size_20_002,Inactive,-7.8
CHEMBL1630715_size_20_001,Inactive,-8.2
CHEMBL1630715_size_20_002,Inactive,-7
CHEMBL1630715_size_20_003,Inactive,-5.4
CHEMBL1641708_size_20_001,Inactive,-9.6
CHEMBL1641710_size_20_001,Inactive,-9.6
CHEMBL1641710_size_20_002,Inactive,-8.3
CHEMBL1641710_size_20_003,Inactive,-8
CHEMBL1641710_size_20_004,Inactive,-7.3
CHEMBL1641713_size_20_001,Inactive,-10.1
CHEMBL1641713_size_20_002,Inactive,-8.3
CHEMBL1641713_size_20_003,Inactive,-8
CHEMBL1641713_size_20_004,Inactive,-7.4
CHEMBL1641718_size_20_001,Inactive,-10.4
CHEMBL1641718_size_20_002,Inactive,-8.4
CHEMBL1641718_size_20_003,Inactive,-7.5
CHEMBL1643194_size_20_001,Inactive,-6.6
CHEMBL1643194_size_20_002,Inactive,-5.5
CHEMBL1643194_size_20_003,Inactive,-5.2
CHEMBL1643199_size_20_001,Inactive,-6.5
CHEMBL1643200_size_20_001,Inactive,-6.9
CHEMBL1643200_size_20_002,Inactive,-6.2
CHEMBL1643200_size_20_003,Inactive,-4
CHEMBL1643201_size_20_001,Inactive,-8.3
